,training_data,training_labels,testing_data,testing_labels
563,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0178_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0178_0.png,,
564,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/MCUCXR_0194_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/MCUCXR_0194_1.png,,
565,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0419_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0419_1.png,,
566,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0528_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0528_1.png,,
567,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0024_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0024_0.png,,
568,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0370_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0370_1.png,,
569,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0637_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0637_1.png,,
570,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0612_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0612_1.png,,
571,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0559_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0559_1.png,,
572,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN009.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN009.png,,
573,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN081.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN081.png,,
574,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0115_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0115_0.png,,
575,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0322_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0322_0.png,,
576,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0315_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0315_0.png,,
577,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN114.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN114.png,,
578,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0573_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0573_1.png,,
579,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0615_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0615_1.png,,
580,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0282_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0282_0.png,,
581,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCNN077.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCNN077.png,,
582,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0133_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0133_0.png,,
583,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0026_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0026_0.png,,
584,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0068_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0068_0.png,,
585,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0051_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0051_0.png,,
586,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/MCUCXR_0017_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/MCUCXR_0017_0.png,,
587,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN106.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN106.png,,
588,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0427_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0427_1.png,,
589,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN142.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN142.png,,
590,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/MCUCXR_0092_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/MCUCXR_0092_0.png,,
591,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/MCUCXR_0083_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/MCUCXR_0083_0.png,,
592,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCNN076.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCNN076.png,,
593,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0611_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0611_1.png,,
594,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN111.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN111.png,,
595,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCNN036.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCNN036.png,,
596,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0597_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0597_1.png,,
597,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN065.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN065.png,,
598,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0387_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0387_1.png,,
599,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN022.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN022.png,,
600,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0570_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0570_1.png,,
601,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0606_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0606_1.png,,
602,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0161_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0161_0.png,,
603,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0609_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0609_1.png,,
604,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0334_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0334_1.png,,
605,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0511_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0511_1.png,,
606,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0373_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0373_1.png,,
607,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0476_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0476_1.png,,
608,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0293_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0293_0.png,,
609,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCNN068.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCNN068.png,,
610,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN031.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN031.png,,
611,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0339_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0339_1.png,,
612,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN092.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN092.png,,
613,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0655_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0655_1.png,,
614,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0152_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0152_0.png,,
615,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0114_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0114_0.png,,
616,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0011_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0011_0.png,,
617,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/MCUCXR_0103_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/MCUCXR_0103_0.png,,
618,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0432_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0432_1.png,,
619,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/MCUCXR_0045_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/MCUCXR_0045_0.png,,
620,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0288_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0288_0.png,,
621,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0661_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0661_1.png,,
622,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0642_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0642_1.png,,
623,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0314_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0314_0.png,,
624,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0154_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0154_0.png,,
625,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0304_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0304_0.png,,
626,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0318_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0318_0.png,,
627,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0292_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0292_0.png,,
628,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/MCUCXR_0074_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/MCUCXR_0074_0.png,,
629,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN069.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN069.png,,
630,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0067_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0067_0.png,,
631,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN084.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN084.png,,
632,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0536_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0536_1.png,,
633,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN093.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN093.png,,
634,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/MCUCXR_0054_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/MCUCXR_0054_0.png,,
635,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/MCUCXR_0004_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/MCUCXR_0004_0.png,,
636,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/MCUCXR_0126_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/MCUCXR_0126_1.png,,
637,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN014.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN014.png,,
638,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0092_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0092_0.png,,
639,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN010.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN010.png,,
640,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0380_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0380_1.png,,
641,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0426_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0426_1.png,,
642,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCNN020.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCNN020.png,,
643,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0444_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0444_1.png,,
644,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0607_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0607_1.png,,
645,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN047.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN047.png,,
646,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0238_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0238_0.png,,
647,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0143_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0143_0.png,,
648,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/MCUCXR_0082_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/MCUCXR_0082_0.png,,
649,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0267_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0267_0.png,,
650,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0240_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0240_0.png,,
651,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN135.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN135.png,,
652,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN032.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN032.png,,
653,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCNN091.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCNN091.png,,
654,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0651_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0651_1.png,,
655,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/MCUCXR_0223_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/MCUCXR_0223_1.png,,
656,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN028.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN028.png,,
657,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN073.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN073.png,,
658,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0324_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0324_0.png,,
659,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/MCUCXR_0188_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/MCUCXR_0188_1.png,,
660,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN090.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN090.png,,
661,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0371_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0371_1.png,,
662,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0658_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0658_1.png,,
663,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0047_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0047_0.png,,
664,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0390_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0390_1.png,,
665,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN150.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN150.png,,
666,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0660_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0660_1.png,,
667,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0479_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0479_1.png,,
668,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0002_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0002_0.png,,
669,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0393_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0393_1.png,,
670,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0429_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0429_1.png,,
671,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN051.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN051.png,,
672,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0009_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0009_0.png,,
673,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0063_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0063_0.png,,
674,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCNN022.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCNN022.png,,
675,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCNN062.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCNN062.png,,
676,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0087_0.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0087_0.png,,
677,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0394_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0394_1.png,,
678,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN064.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN064.png,,
679,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/JPCLN113.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/JPCLN113.png,,
680,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0400_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0400_1.png,,
681,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0579_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0579_1.png,,
682,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0332_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0332_1.png,,
683,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0512_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0512_1.png,,
684,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/images/CHNCXR_0574_1.png,C:/Users/Asad/Desktop/segmentation_datasets/all_data_resized/Training Data/ground_truths/CHNCXR_0574_1.png,,
